street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ppbv_mdl,ug_m3_results,ug_m3_rl,ug_m3_mdl,dilution
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Chlorobenzene,ND,2,--,ND,9.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Ethylbenzene,30.2,2,--,131,8.69,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,p/m-Xylene,100,4,--,434,17.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Bromoform,ND,2,--,ND,20.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Styrene,ND,2,--,ND,8.52,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,1,2,2-Tetrachloroethane",ND,2,--,ND,13.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,o-Xylene,18.3,2,--,79.5,8.69,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,4-Ethyltoluene,ND,2,--,ND,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,3,5-Trimethybenzene",ND,2,--,ND,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,2,4-Trimethylbenzene",ND,2,--,ND,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Benzyl chloride,ND,2,--,ND,10.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,3-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,4-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,2-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,2,4-Trichlorobenzene",ND,2,--,ND,14.8,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Hexachlorobutadiene,ND,2,--,ND,21.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Propylene,34.7,5,--,59.7,8.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Dichlorodifluoromethane,ND,2,--,ND,9.89,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Chloromethane,ND,2,--,ND,4.13,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Freon-114,ND,2,--,ND,14,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Vinyl chloride,ND,2,--,ND,5.11,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,3-Butadiene",2.11,2,--,4.67,4.42,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Bromomethane,ND,2,--,ND,7.77,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Chloroethane,ND,2,--,ND,5.28,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Ethanol,158,25,--,298,47.1,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Vinyl bromide,ND,2,--,ND,8.74,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Acetone,330,10,--,784,23.8,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Trichlorofluoromethane,ND,2,--,ND,11.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Isopropanol,ND,5,--,ND,12.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,1-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Methylene chloride,ND,10,--,ND,34.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,3-Chloropropene,ND,2,--,ND,6.26,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Carbon disulfide,ND,2,--,ND,6.23,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Freon-113,ND,2,--,ND,15.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"trans-1,2-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,1-Dichloroethane",ND,2,--,ND,8.09,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Methyl tert butyl ether,ND,2,--,ND,7.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Vinyl acetate,ND,2,--,ND,7.04,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,2-Butanone,4.48,2,--,13.2,5.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"cis-1,2-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Ethyl Acetate,ND,5,--,ND,18,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Chloroform,ND,2,--,ND,9.77,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Tetrahydrofuran,ND,2,--,ND,5.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,2-Dichloroethane",ND,2,--,ND,8.09,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,n-Hexane,39.1,2,--,138,7.05,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,1,1-Trichloroethane",ND,2,--,ND,10.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Benzene,16.1,2,--,51.4,6.39,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Carbon tetrachloride,ND,2,--,ND,12.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Cyclohexane,2.91,2,--,10,6.88,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,2-Dichloropropane",ND,2,--,ND,9.24,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Bromodichloromethane,ND,2,--,ND,13.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,4-Dioxane",ND,2,--,ND,7.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Trichloroethene,20.2,2,--,108,10.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"2,2,4-Trimethylpentane",2.94,2,--,13.7,9.34,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Heptane,16.8,2,--,68.8,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"cis-1,3-Dichloropropene",ND,2,--,ND,9.08,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,4-Methyl-2-pentanone,22.1,2,--,90.6,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"trans-1,3-Dichloropropene",ND,2,--,ND,9.08,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,1,2-Trichloroethane",ND,2,--,ND,10.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Toluene,118,2,--,445,7.54,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,2-Hexanone,ND,2,--,ND,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Dibromochloromethane,ND,2,--,ND,17,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,2-Dibromoethane",ND,2,--,ND,15.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Tetrachloroethene,12.7,2,--,86.1,13.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Chlorobenzene,ND,2,--,ND,9.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Ethylbenzene,11.3,2,--,49.1,8.69,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,p/m-Xylene,45.5,4,--,198,17.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Bromoform,ND,2,--,ND,20.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Styrene,ND,2,--,ND,8.52,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,1,2,2-Tetrachloroethane",ND,2,--,ND,13.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,o-Xylene,7.89,2,--,34.3,8.69,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,4-Ethyltoluene,3.04,2,--,14.9,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,3,5-Trimethybenzene",ND,2,--,ND,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,2,4-Trimethylbenzene",3.46,2,--,17,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Benzyl chloride,ND,2,--,ND,10.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,3-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,4-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,2-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,"1,2,4-Trichlorobenzene",ND,2,--,ND,14.8,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-3,2011-08-31,2011-09-08,Hexachlorobutadiene,ND,2,--,ND,21.3,--,10
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Dichlorodifluoromethane,0.913,0.2,--,4.51,0.989,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Chloromethane,0.351,0.2,--,0.725,0.413,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.2,--,ND,1.4,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Vinyl chloride,ND,0.2,--,ND,0.511,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,3-Butadiene",ND,0.2,--,ND,0.442,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Bromomethane,ND,0.2,--,ND,0.777,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Chloroethane,ND,0.2,--,ND,0.528,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Ethyl Alcohol,8.93,5,--,16.8,9.42,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Acetone,55.7,1,--,132,2.38,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Trichlorofluoromethane,5.73,0.2,--,32.2,1.12,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,iso-Propyl Alcohol,ND,0.5,--,ND,1.23,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,1-Dichloroethene",ND,0.2,--,ND,0.793,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,tert-Butyl Alcohol,17.1,0.5,--,51.8,1.52,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Methylene chloride,0.553,0.5,--,1.92,1.74,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Carbon disulfide,0.288,0.2,--,0.897,0.623,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,0.2,--,ND,1.53,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,2-Butanone,51.2,0.5,--,151,1.47,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"cis-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Ethyl Acetate,ND,0.5,--,ND,1.8,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Chloroform,ND,0.2,--,ND,0.977,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Tetrahydrofuran,92.8,0.5,--,274,1.47,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,n-Hexane,2.02,0.2,--,7.12,0.705,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,1,1-Trichloroethane",ND,0.2,--,ND,1.09,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Benzene,1.33,0.2,--,4.25,0.639,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Carbon tetrachloride,ND,0.2,--,ND,1.26,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Cyclohexane,0.819,0.2,--,2.82,0.688,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Trichloroethene,ND,0.2,--,ND,1.07,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"2,2,4-Trimethylpentane",1.07,0.2,--,5,0.934,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Heptane,2.44,0.2,--,10,0.82,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Toluene,19.5,0.2,--,73.5,0.754,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,2-Hexanone,ND,0.2,--,ND,0.82,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Tetrachloroethene,2.88,0.2,--,19.5,1.36,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Ethylbenzene,22.6,0.2,--,98.2,0.869,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,p/m-Xylene,90.2,0.4,--,392,1.74,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Bromoform,ND,0.2,--,ND,2.07,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Styrene,1.35,0.2,--,5.75,0.852,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,o-Xylene,14.9,0.2,--,64.7,0.869,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,4-Ethyltoluene,1.73,0.2,--,8.5,0.983,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,3,5-Trimethylbenzene",0.85,0.2,--,4.18,0.983,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2,4-Trimethylbenzene",2.31,0.2,--,11.4,0.983,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
315 Linwood Street,Alpha Analytical,Yes,B1,2015-10-30,2015-11-04,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Dichlorodifluoromethane,0.852,0.2,--,4.21,0.989,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Chloromethane,ND,0.2,--,ND,0.413,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.2,--,ND,1.4,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Vinyl chloride,ND,0.2,--,ND,0.511,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,3-Butadiene",ND,0.2,--,ND,0.442,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Bromomethane,ND,0.2,--,ND,0.777,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Chloroethane,ND,0.2,--,ND,0.528,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Ethyl Alcohol,ND,5,--,ND,9.42,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Acetone,31.2,1,--,74.1,2.38,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Trichlorofluoromethane,10.3,0.2,--,57.9,1.12,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,iso-Propyl Alcohol,ND,0.5,--,ND,1.23,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,1-Dichloroethene",ND,0.2,--,ND,0.793,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,tert-Butyl Alcohol,2.53,0.5,--,7.67,1.52,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Methylene chloride,ND,0.5,--,ND,1.74,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Carbon disulfide,0.289,0.2,--,0.9,0.623,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,0.2,--,ND,1.53,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,2-Butanone,26.2,0.5,--,77.3,1.47,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"cis-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Ethyl Acetate,ND,0.5,--,ND,1.8,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Chloroform,ND,0.2,--,ND,0.977,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Tetrahydrofuran,36.2,0.5,--,107,1.47,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,n-Hexane,1.36,0.2,--,4.79,0.705,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,1,1-Trichloroethane",ND,0.2,--,ND,1.09,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Benzene,0.876,0.2,--,2.8,0.639,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Carbon tetrachloride,ND,0.2,--,ND,1.26,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Cyclohexane,0.402,0.2,--,1.38,0.688,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Trichloroethene,ND,0.2,--,ND,1.07,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"2,2,4-Trimethylpentane",0.55,0.2,--,2.57,0.934,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Heptane,1.6,0.2,--,6.56,0.82,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Toluene,15.4,0.2,--,58,0.754,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,2-Hexanone,ND,0.2,--,ND,0.82,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Tetrachloroethene,26,0.2,--,176,1.36,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Ethylbenzene,13.3,0.2,--,57.8,0.869,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,p/m-Xylene,47.8,0.4,--,208,1.74,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Bromoform,ND,0.2,--,ND,2.07,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,Styrene,0.991,0.2,--,4.22,0.852,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
315 Linwood Street,Alpha Analytical,Yes,B2,2015-10-30,2015-11-03,o-Xylene,8.22,0.2,--,35.7,0.869,--,1
